,palmOil,controversialWeapons,gambling,socialScore,nuclear,furLeather,alcoholic,gmo,catholic,socialPercentile,peerCount,governanceScore,environmentPercentile,animalTesting,tobacco,totalEsg,highestControversy,esgPerformance,coal,pesticides,adult,percentile,peerGroup,smallArms,environmentScore,governancePercentile,militaryContract,company_ticker
Value,False,False,False,10.73,False,False,False,False,False,0,105,6.41,0,False,False,18.34,2,LAG_PERF,False,False,False,18.83,Software & Services,False,1.19,0,False,FISV
Value,False,False,False,8.21,False,False,False,False,False,0,175,9.24,0,False,False,18.68,2,LAG_PERF,False,False,False,19.85,Banks,False,1.24,0,False,FITB
Value,False,False,False,10.26,False,False,False,False,False,0,105,6.52,0,False,False,17.85,2,LAG_PERF,False,False,False,17.37,Software & Services,False,1.07,0,False,FLT
Value,False,False,False,13.54,False,False,False,False,False,0,77,7.25,0,True,False,38.66,2,LEAD_PERF,False,True,False,85.34,Chemicals,False,17.86,0,False,FMC
Value,False,False,False,9.83,False,False,False,False,False,0,175,12.26,0,False,False,23.82,1,,False,False,False,37.57,Banks,False,1.74,0,False,FRC
Value,False,False,False,4.34,False,False,False,False,False,0,105,5.82,0,False,False,12.42,1,LAG_PERF,False,False,False,4.3,Real Estate,False,2.27,0,False,FRT
Value,False,False,False,12.19,False,False,False,False,False,0,105,5.88,0,False,False,19.3,2,LAG_PERF,False,False,False,21.76,Software & Services,False,1.23,0,False,FTNT
Value,False,False,False,13.91,False,False,False,False,False,0,35,5.32,0,False,False,34.87,1,LEAD_PERF,False,False,False,76.86,Industrial Conglomerates,False,15.63,0,False,FTV
Value,False,True,False,19.52,False,False,False,False,False,0,22,6.87,0,True,False,34.88,3,LEAD_PERF,False,False,False,76.91,Aerospace & Defense,True,8.48,0,True,GD
Value,False,False,False,15.04,False,False,False,False,True,0,35,11.58,0,True,False,40.71,3,,False,False,False,88.57,Industrial Conglomerates,False,14.09,0,True,GE
Value,False,False,False,14.04,False,False,False,False,False,0,83,8.01,0,True,False,22.08,2,,False,False,False,31.13,Pharmaceuticals,False,0.03,0,False,GILD
Value,False,False,False,9.44,False,False,False,False,False,0,94,4.13,0,True,False,21.66,2,,False,False,False,29.64,Food Products,False,8.09,0,False,GIS
Value,False,False,False,7.92,False,False,False,False,False,0,97,11.37,0,False,False,20.85,1,,False,False,False,26.96,Insurance,False,1.56,0,False,GL
Value,False,False,False,5.24,False,False,False,False,True,0,55,6.87,0,False,False,19.42,2,LAG_PERF,False,False,False,22.08,Technology Hardware,False,7.3,0,False,GLW
Value,False,False,False,12.92,False,False,False,False,False,0,37,7.69,0,False,False,30.89,4,LEAD_PERF,False,False,False,64.42,Automobiles,False,10.28,0,False,GM
Value,False,False,False,10.81,False,False,False,False,False,0,105,11.59,0,False,False,22.89,4,,False,False,False,34.27,Software & Services,False,0.48,0,False,GOOGL
Value,False,False,False,5.07,False,False,False,False,False,0,57,3.78,0,False,False,12.53,2,LAG_PERF,False,False,False,5.04,Retailing,False,3.68,0,False,GPC
Value,False,False,False,10.92,False,False,False,False,False,0,105,6.95,0,False,False,19.18,2,LAG_PERF,False,False,False,21.36,Software & Services,False,1.31,0,False,GPN
Value,False,False,False,8.84,False,False,False,False,False,0,19,4.66,0,False,False,19.37,2,LAG_PERF,False,False,False,21.95,Consumer Durables,False,5.87,0,False,GRMN
Value,False,False,False,13.05,False,False,False,False,False,0,89,10.68,0,False,False,24.98,3,,False,False,False,42.06,Diversified Financials,False,1.25,0,False,GS
Value,False,False,False,5.48,False,False,False,False,False,0,17,5.72,0,False,False,14.6,1,LAG_PERF,False,False,False,8.93,Traders & Distributors,True,3.41,0,False,GWW
Value,False,False,False,8.91,False,False,False,False,False,0,10,6.52,0,False,False,24.32,2,,False,False,False,39.51,Energy Services,False,8.89,0,False,HAL
Value,False,False,False,5.33,False,False,False,False,False,0,19,5.07,0,False,False,10.44,2,LAG_PERF,False,False,False,2.5,Consumer Durables,False,0.05,0,False,HAS
Value,False,False,False,10.54,False,False,False,False,False,0,175,7.84,0,False,False,20.34,2,,False,False,False,25.23,Banks,False,1.96,0,False,HBAN
Value,False,False,False,15.52,False,False,False,False,True,0,58,7.72,0,False,False,26.54,2,,False,False,False,48.22,Healthcare,False,3.29,0,False,HCA
Value,False,False,False,4.85,False,False,False,False,False,0,57,3.52,0,False,False,11.45,2,LAG_PERF,False,False,False,3.53,Retailing,False,3.07,0,False,HD
Value,False,False,False,6.36,False,False,False,False,False,0,66,6.97,0,False,False,31.78,2,LEAD_PERF,False,False,False,67.33,Oil & Gas Producers,False,18.44,0,False,HES
Value,False,False,False,6.34,False,False,False,False,False,0,97,8.53,0,False,False,16.38,2,LAG_PERF,False,False,False,13.2,Insurance,False,1.5,0,False,HIG
Value,False,False,False,8.13,False,False,False,False,False,0,45,3.88,0,False,False,19.95,2,LAG_PERF,False,False,False,23.8,Consumer Services,False,7.94,0,False,HLT
Value,False,False,False,13.27,False,False,False,False,False,0,58,10.52,0,True,False,28.58,1,,False,False,False,55.86,Healthcare,False,4.79,0,False,HOLX
Value,False,True,False,9.95,False,False,False,False,False,0,35,8.54,0,False,False,29.12,3,,False,False,False,58.03,Industrial Conglomerates,False,10.63,0,True,HON
Value,False,False,False,4.92,False,False,False,False,False,0,55,6.46,0,False,False,12.14,2,LAG_PERF,False,False,False,4.37,Technology Hardware,False,0.76,0,False,HPE
Value,False,False,False,4.99,False,False,False,False,False,0,55,5.11,0,True,False,10.26,2,LAG_PERF,False,False,False,2.33,Technology Hardware,False,0.16,0,False,HPQ
Value,False,False,False,11.45,False,False,False,False,False,0,94,6.11,0,False,False,29.18,3,,False,False,False,58.23,Food Products,False,11.62,0,False,HRL
Value,False,False,False,5.59,False,False,False,False,False,0,58,5.76,0,False,False,13.48,2,LAG_PERF,False,False,False,6.73,Healthcare,False,2.14,0,False,HSIC
Value,False,False,False,5.64,False,False,False,False,False,0,108,4.9,0,False,False,13.78,1,LAG_PERF,False,False,False,7.37,Real Estate,False,3.25,0,False,HST
Value,False,False,False,9.56,False,False,False,False,False,0,94,4.91,0,False,False,25.02,3,,False,False,False,42.21,Food Products,False,10.54,0,False,HSY
Value,False,False,False,16.57,False,False,False,False,False,0,58,6.31,0,False,False,22.88,2,,False,False,False,34.25,Healthcare,False,0.01,0,False,HUM
Value,False,False,False,6.67,False,False,False,False,False,0,105,7.64,0,False,False,14.77,2,LAG_PERF,False,False,False,9.23,Software & Services,False,0.47,0,False,IBM
Value,False,False,False,7.98,False,False,False,False,False,0,89,6.9,0,False,False,16.56,2,LAG_PERF,False,False,False,13.7,Diversified Financials,False,1.68,0,False,ICE
Value,False,False,False,7.12,False,False,False,False,False,0,58,10.02,0,True,False,20.74,0,,False,False,False,26.54,Healthcare,False,3.6,0,False,IDXX
Value,False,False,False,13,False,False,False,False,False,0,54,5.95,0,False,False,27.05,0,,False,False,False,50.07,Machinery,False,8.1,0,False,IEX
Value,False,False,False,5.73,False,False,False,False,False,0,77,6.71,0,True,False,22.82,2,,False,False,False,33.92,Chemicals,False,10.39,0,False,IFF
Value,False,False,False,3.6,False,False,False,False,True,0,83,6.58,0,True,False,11.4,3,LAG_PERF,False,False,False,3.49,Pharmaceuticals,False,1.22,0,False,ILMN
Value,False,False,False,18.26,False,False,False,False,False,0,83,7.38,0,True,False,25.74,1,,False,False,False,45.06,Pharmaceuticals,False,0.11,0,False,INCY
Value,False,False,False,14.37,False,False,False,False,False,0,32,6.79,0,False,False,21.21,2,,False,False,False,28.02,Commercial Services,False,0.05,0,False,INFO
Value,False,False,False,5.63,False,False,False,False,False,0,31,6.9,0,False,False,16.88,3,LAG_PERF,False,False,False,14.57,Semiconductors,False,4.36,0,False,INTC
Value,False,False,False,10.52,False,False,False,False,False,0,105,5,0,False,False,16.5,2,LAG_PERF,False,False,False,13.54,Software & Services,False,0.97,0,False,INTU
Value,False,False,False,4.57,False,False,False,False,False,0,9,5.15,0,False,False,24.6,3,,False,False,False,40.65,Paper & Forestry,False,14.89,0,False,IP
Value,False,False,False,9.32,False,False,False,False,False,0,39,6,0,False,False,15.38,2,LAG_PERF,False,False,False,10.58,Media,False,0.05,0,False,IPG
Value,False,False,False,3.52,False,False,False,False,False,0,55,5.15,0,False,False,11.92,0,LAG_PERF,False,False,False,4.11,Technology Hardware,False,3.25,0,False,IPGP
Value,False,False,False,10.89,False,False,False,False,False,0,83,7.01,0,True,False,19.24,2,LAG_PERF,False,False,False,21.59,Pharmaceuticals,False,1.33,0,False,IQV
Value,False,False,False,4.29,False,False,False,False,False,0,108,5.53,0,False,False,15.14,2,LAG_PERF,False,False,False,10,Real Estate,False,5.32,0,False,IRM
Value,False,False,False,13.94,False,False,False,False,False,0,58,10.88,0,True,False,29.8,1,,False,False,False,60.5,Healthcare,False,4.97,0,False,ISRG
Value,False,False,False,17.12,False,False,False,False,False,0,32,6.28,0,False,False,23.51,1,,False,False,False,36.47,Commercial Services,False,0.11,0,False,IT
Value,False,False,False,9.17,False,False,False,False,False,0,54,6.54,0,False,False,20.1,2,,False,False,False,24.31,Machinery,False,4.38,0,False,ITW
Value,False,False,False,9.87,False,False,False,False,False,0,89,9.71,0,False,False,20.28,1,,False,False,False,25.01,Diversified Financials,False,0.7,0,False,IVZ
Value,False,True,False,13.75,False,False,False,False,False,0,24,7.71,0,False,False,25.36,3,,False,False,False,43.56,Construction & Engineering,False,3.9,0,True,J
Value,False,False,False,6.01,False,False,False,False,False,0,46,5.32,0,False,False,14.32,1,LAG_PERF,False,False,False,8.46,Transportation,False,3,0,False,JBHT
Value,False,False,False,2.72,False,False,False,False,False,0,14,5.4,0,False,False,13.64,3,LAG_PERF,False,False,False,7.09,Building Products,False,5.53,0,False,JCI
Value,False,False,False,9.71,False,False,False,False,False,0,105,5.24,0,False,False,16.2,0,LAG_PERF,False,False,False,12.65,Software & Services,False,1.24,0,False,JKHY
Value,False,False,False,18.01,False,False,False,False,True,0,83,8.53,0,True,False,27.29,4,,False,False,False,50.91,Pharmaceuticals,False,0.74,0,False,JNJ
Value,False,False,False,8.35,False,False,False,False,False,0,55,6.86,0,False,False,16.88,2,LAG_PERF,False,False,False,14.54,Technology Hardware,False,1.66,0,False,JNPR
Value,False,False,False,16.61,False,False,False,False,False,0,175,11.61,0,False,False,29.33,3,,False,False,False,58.81,Banks,False,1.11,0,False,JPM
Value,False,False,False,14.74,False,False,False,False,False,0,94,4.59,0,True,False,26.78,2,,False,False,False,49.04,Food Products,False,7.45,0,False,K
Value,False,False,False,11.14,False,False,False,False,False,0,175,10.28,0,False,False,23.31,1,,False,False,False,35.75,Banks,False,1.89,0,False,KEY
Value,False,False,False,2.24,False,False,False,False,False,0,55,5.08,0,False,False,9.35,1,,False,False,False,1.83,Technology Hardware,False,2.03,0,False,KEYS
Value,False,False,False,14.63,False,False,False,False,False,0,94,6.75,0,True,False,34.47,3,LEAD_PERF,False,False,False,75.81,Food Products,False,13.09,0,False,KHC
Value,False,False,False,3.86,False,False,False,False,False,0,108,5.38,0,False,False,13.14,0,LAG_PERF,False,False,False,6.1,Real Estate,False,3.89,0,False,KIM
Value,False,False,False,4.76,False,False,False,False,False,0,31,5.02,0,False,False,16.91,0,LAG_PERF,False,False,False,14.61,Semiconductors,False,7.13,0,False,KLAC
Value,False,False,False,7.77,False,False,False,False,False,0,28,6.42,0,True,False,22.24,2,,False,False,False,31.66,Household Products,False,8.05,0,False,KMB
Value,False,False,False,7.32,False,False,False,False,False,0,39,3.48,0,False,False,18.55,2,LAG_PERF,False,False,False,19.48,Refiners & Pipelines,False,7.75,0,False,KMI
Value,False,False,False,7.92,False,False,False,False,False,0,57,3.98,0,False,False,11.97,1,LAG_PERF,False,False,False,4.18,Retailing,False,0.08,0,False,KMX
Value,False,False,False,9.72,False,False,False,False,False,0,94,4.88,0,True,False,22.48,3,,False,False,False,32.62,Food Products,False,7.88,0,False,KO
Value,False,False,False,9.33,False,False,False,False,False,0,35,5.77,0,False,False,20.29,3,,False,False,False,25.07,Food Retailers,False,5.19,0,False,KR
Value,False,False,False,3.44,False,False,False,False,False,0,89,11.46,0,False,False,15.48,2,LAG_PERF,False,False,False,10.84,Diversified Financials,False,0.57,0,False,L
Value,False,True,False,6.72,False,False,False,False,False,0,105,6.03,0,True,False,14.07,1,LAG_PERF,False,False,False,8.01,Software & Services,False,1.31,0,True,LDOS
Value,False,False,False,9.33,False,False,False,False,False,0,9,5.67,0,False,False,24.53,2,,False,False,False,40.38,Homebuilders,False,9.53,0,False,LEN
Value,False,False,False,7.67,False,False,False,False,False,0,58,7.19,0,True,False,15.53,2,LAG_PERF,False,False,False,10.97,Healthcare,False,0.67,0,False,LH
Value,False,False,False,4.97,False,False,False,False,False,0,57,3.81,0,False,False,12.87,2,LAG_PERF,False,False,False,5.57,Retailing,False,4.08,0,False,LKQ
Value,False,False,False,17.4,False,False,False,False,True,0,83,11.79,0,True,False,32.31,2,LEAD_PERF,False,False,False,69.17,Pharmaceuticals,False,3.12,0,False,LLY
Value,False,True,False,15.93,False,False,False,False,False,0,22,7.61,0,False,False,28.81,3,,False,False,False,56.76,Aerospace & Defense,False,5.27,0,True,LMT
Value,False,False,False,6.12,False,False,False,False,False,0,97,8.95,0,False,False,16.91,2,LAG_PERF,False,False,False,14.65,Insurance,False,1.85,0,False,LNC
Value,False,False,False,5.65,False,False,False,False,False,0,107,6.67,0,False,False,22.36,1,,True,False,False,32.15,Utilities,False,10.04,0,False,LNT
Value,False,False,False,4.63,False,False,False,False,False,0,57,3.32,0,False,False,11.66,2,LAG_PERF,False,False,False,3.78,Retailing,False,3.7,0,False,LOW
Value,False,False,False,4.52,False,False,False,False,False,0,31,5.27,0,False,False,14.9,1,LAG_PERF,False,False,False,9.5,Semiconductors,False,5.11,0,False,LRCX
Value,False,False,False,12.04,False,False,False,False,False,0,68,6.72,0,False,False,23.68,2,,False,False,False,37,Telecommunication Services,False,4.93,0,False,LUMN
Value,False,False,False,14.89,False,False,False,False,False,0,46,6.21,0,False,False,32.39,2,LEAD_PERF,False,False,False,69.43,Transportation,False,11.29,0,False,LUV
Value,False,False,True,7.98,False,False,False,False,False,0,45,8.33,0,False,False,17.92,2,LAG_PERF,False,False,False,17.6,Consumer Services,False,1.61,0,False,LVS
Value,False,False,False,2.13,False,False,False,False,False,0,77,6.12,0,False,False,24.89,2,,False,False,False,41.74,Chemicals,False,16.64,0,False,LYB
Value,False,False,False,8.1,False,False,False,False,False,0,105,8.81,0,False,False,17.23,4,LAG_PERF,False,False,False,15.47,Software & Services,False,0.32,0,False,MA
Value,False,False,False,3.74,False,False,False,False,False,0,108,5.27,0,False,False,14.51,1,LAG_PERF,False,False,False,8.81,Real Estate,False,5.5,0,False,MAA
Value,False,False,False,10.03,False,False,False,False,False,0,45,4.09,0,False,False,22.08,3,,False,False,False,31.11,Consumer Services,False,7.95,0,False,MAR
Value,False,False,False,4.29,False,False,False,False,False,0,14,7.57,0,False,False,25.77,1,,False,False,False,45.15,Building Products,False,13.9,0,False,MAS
Value,False,False,False,14.45,False,False,False,False,False,0,45,5.86,0,False,False,24.42,3,,False,False,False,39.99,Consumer Services,False,4.11,0,False,MCD
Value,False,False,False,9.13,False,False,False,False,False,0,31,7.75,0,False,False,30.79,1,LEAD_PERF,False,False,False,64.08,Semiconductors,False,13.91,0,False,MCHP
Value,False,False,False,8.89,False,False,False,False,False,0,58,5.51,0,False,False,16.44,4,LAG_PERF,False,False,False,13.36,Healthcare,False,2.04,0,False,MCK
Value,False,False,False,5.23,False,False,False,False,False,0,89,5.34,0,False,False,10.59,2,LAG_PERF,False,False,False,2.64,Diversified Financials,False,0.02,0,False,MCO
Value,False,False,False,9.08,False,False,False,False,False,0,94,5.18,0,True,False,23.72,3,,False,False,False,37.16,Food Products,False,9.46,0,False,MDLZ
Value,False,False,False,13.39,False,False,False,False,False,0,58,7.66,0,True,False,23.39,3,,False,False,False,36,Healthcare,False,2.34,0,False,MDT
Value,False,False,False,4.82,False,False,False,False,False,0,97,9.2,0,False,False,14.74,2,LAG_PERF,False,False,False,9.19,Insurance,False,0.73,0,False,MET
Value,False,False,True,13.08,False,False,False,False,False,0,45,11.63,0,False,False,27.71,2,,False,False,False,52.62,Consumer Services,False,3.01,0,False,MGM
Value,False,False,False,4.15,False,False,False,False,False,0,19,4.27,0,False,False,13.75,2,LAG_PERF,False,False,False,7.31,Consumer Durables,False,5.32,0,False,MHK
Value,False,False,False,14.45,False,False,False,False,False,0,94,5.32,0,False,False,28.74,2,,False,False,False,56.54,Food Products,False,8.96,0,False,MKC
Value,False,False,False,4.86,False,False,False,False,False,0,15,8.86,0,False,False,32.28,2,LEAD_PERF,False,False,False,69.03,Construction Materials,False,18.55,0,False,MLM
Value,False,False,False,7.9,False,False,False,False,False,0,97,10.79,0,False,False,18.76,2,LAG_PERF,False,False,False,20.04,Insurance,False,0.06,0,False,MMC
Value,False,False,False,13.6,False,False,False,False,False,0,35,8.08,0,True,False,34.88,3,LEAD_PERF,False,False,False,76.9,Industrial Conglomerates,False,13.2,0,False,MMM
Value,False,False,False,10.72,False,False,False,False,False,0,94,5.11,0,False,False,28.26,2,,False,False,False,54.63,Food Products,False,12.43,0,False,MNST
Value,False,False,False,12.98,False,False,False,False,False,0,94,6.94,0,True,True,24.59,2,,False,False,False,40.59,Food Products,False,4.66,0,False,MO
Value,False,False,False,12.03,False,False,False,False,False,0,77,8.55,0,False,False,36.87,2,LEAD_PERF,False,False,False,82.13,Chemicals,False,16.3,0,False,MOS
Value,False,False,False,7.01,False,False,False,False,False,0,39,5.87,0,False,False,28.78,3,,False,False,False,56.66,Refiners & Pipelines,False,15.91,0,False,MPC
Value,False,False,False,11.47,False,False,False,False,True,0,83,9.64,0,True,False,21.91,3,,False,False,False,30.49,Pharmaceuticals,False,0.79,0,False,MRK
Value,False,False,False,10.01,False,False,False,False,False,0,66,8.13,0,False,False,42.05,2,,False,False,False,90.57,Oil & Gas Producers,False,23.91,0,False,MRO
Value,False,False,False,11.96,False,False,False,False,False,0,89,9.31,0,False,False,22,3,,False,False,False,30.84,Diversified Financials,False,0.72,0,False,MS
Value,False,False,False,5.41,False,False,False,False,False,0,89,5.39,0,False,False,12.41,1,LAG_PERF,False,False,False,4.85,Diversified Financials,False,1.61,0,False,MSCI
Value,False,False,False,8.06,False,False,False,False,False,0,105,4.73,0,False,False,13.26,3,LAG_PERF,False,False,False,6.32,Software & Services,False,0.46,0,False,MSFT
Value,False,False,False,7.51,False,False,False,False,False,0,55,5.46,0,False,False,14.89,3,LAG_PERF,False,False,False,9.48,Technology Hardware,False,1.93,0,False,MSI
Value,False,False,False,12.77,False,False,False,False,False,0,175,11.19,0,False,False,26.16,1,,False,False,False,46.81,Banks,False,2.2,0,False,MTB
Value,False,False,False,7.18,False,False,False,False,False,0,83,5.3,0,False,False,13.06,1,LAG_PERF,False,False,False,5.93,Pharmaceuticals,False,0.58,0,False,MTD
Value,False,False,False,4.2,False,False,False,False,False,0,31,6.28,0,False,False,17.73,2,LAG_PERF,False,False,False,16.99,Semiconductors,False,7.26,0,False,MU
Value,False,False,False,10.12,False,False,False,False,False,0,45,4.51,0,False,False,26.61,2,,False,False,False,48.42,Consumer Services,False,11.98,0,False,NCLH
Value,False,False,False,4.56,False,False,False,False,False,0,89,5.56,0,False,False,11.93,2,LAG_PERF,False,False,False,4.12,Diversified Financials,False,1.81,0,False,NDAQ
Value,False,False,False,12.86,False,False,False,False,False,0,54,5.55,0,False,False,27.95,1,,False,False,False,53.56,Machinery,False,9.55,0,False,NDSN
Value,False,False,False,7.54,True,False,False,False,False,0,107,5.67,0,False,False,27.06,2,,True,False,False,50.09,Utilities,False,13.85,0,False,NEE
Value,False,False,False,9.94,False,False,False,False,False,0,15,5.05,0,False,False,23.22,3,,False,False,False,35.38,Precious Metals,False,8.24,0,False,NEM
Value,False,False,False,6.75,False,False,False,False,False,0,39,9.88,0,False,False,16.75,2,LAG_PERF,False,False,False,14.2,Media,False,0.12,0,False,NFLX
Value,False,False,False,10.29,False,False,False,False,False,0,107,5.13,0,False,False,29.28,3,,True,False,False,58.63,Utilities,False,13.86,0,False,NI
Value,False,False,False,6.99,False,False,False,False,False,0,19,7.1,0,False,False,16.8,3,LAG_PERF,False,False,False,14.32,Textiles & Apparel,False,2.71,0,False,NKE
Value,False,False,False,9.47,False,False,False,False,False,0,105,5.06,0,False,False,15.23,2,LAG_PERF,False,False,False,10.24,Software & Services,False,0.7,0,False,NLOK
Value,False,False,False,16.9,False,False,False,False,False,0,32,6.02,0,False,False,22.98,1,,False,False,False,34.56,Commercial Services,False,0.06,0,False,NLSN
Value,False,True,False,15.7,False,False,False,False,False,0,22,5.32,0,False,False,28.49,3,,False,False,False,55.56,Aerospace & Defense,True,7.47,0,True,NOC
Value,False,False,False,8.39,False,False,False,False,False,0,105,5.94,0,False,False,15.73,1,LAG_PERF,False,False,False,11.53,Software & Services,False,1.41,0,False,NOW
Value,False,False,False,8.95,False,False,False,False,False,0,107,5.55,0,False,False,31.75,2,LEAD_PERF,True,False,False,67.25,Utilities,False,17.26,0,False,NRG
Value,False,False,False,11.36,False,False,False,False,False,0,46,3.42,0,False,False,22.83,2,,False,False,False,33.96,Transportation,False,8.05,0,False,NSC
Value,False,False,False,7.73,False,False,False,False,False,0,55,6.18,0,False,False,16.58,1,LAG_PERF,False,False,False,13.73,Technology Hardware,False,2.67,0,False,NTAP
Value,False,False,False,11.83,False,False,False,False,False,0,89,10.69,0,False,False,24.39,2,,False,False,False,39.85,Diversified Financials,False,1.87,0,False,NTRS
Value,False,False,False,15.97,False,False,False,False,False,0,23,9.73,0,False,False,36.58,2,LEAD_PERF,False,False,False,81.49,Steel,False,10.88,0,False,NUE
Value,False,False,False,4.11,False,False,False,False,False,0,31,6.13,0,False,False,12.77,2,LAG_PERF,False,False,False,5.4,Semiconductors,False,2.53,0,False,NVDA
Value,False,False,False,7.82,False,False,False,False,False,0,9,5.72,0,False,False,20.75,1,,False,False,False,26.6,Homebuilders,False,7.21,0,False,NVR
Value,False,False,False,5.3,False,False,False,False,True,0,19,4.16,0,False,False,15.87,2,LAG_PERF,False,False,False,11.85,Consumer Durables,False,6.41,0,False,NWL
Value,False,False,False,5.72,False,False,False,False,False,0,39,7.45,0,False,False,13.25,2,LAG_PERF,False,False,False,6.3,Media,False,0.08,0,False,NWSA
Value,False,False,False,6.61,False,False,False,False,False,0,31,5.06,0,False,False,19.85,1,LAG_PERF,False,False,False,23.47,Semiconductors,False,8.18,0,False,NXPI
Value,False,False,False,5.46,False,False,False,False,False,0,108,4.75,0,False,False,14.25,0,LAG_PERF,False,False,False,8.34,Real Estate,False,4.04,0,False,O
Value,False,False,False,8.48,False,False,False,False,False,0,39,3.41,0,False,False,24.08,1,,False,False,False,38.55,Refiners & Pipelines,False,12.19,0,False,OKE
Value,False,False,False,10.52,False,False,False,False,False,0,39,7.68,0,False,False,18.27,2,LAG_PERF,False,False,False,18.59,Media,False,0.07,0,False,OMC
Value,False,False,False,7.79,False,False,False,False,False,0,105,6.18,0,False,False,14.47,2,LAG_PERF,False,False,False,8.69,Software & Services,False,0.5,0,False,ORCL
Value,False,False,False,8.89,False,False,False,False,False,0,57,3.98,0,False,False,13.03,1,LAG_PERF,False,False,False,5.85,Retailing,False,0.16,0,False,ORLY
Value,False,False,False,12.04,False,False,False,False,False,0,66,6.8,0,False,False,43.44,2,,False,False,False,92.58,Oil & Gas Producers,False,24.61,0,False,OXY
Value,False,False,False,9.81,False,False,False,False,False,0,105,6.61,0,False,False,17.59,0,LAG_PERF,False,False,False,16.48,Software & Services,False,1.17,0,False,PAYX
Value,False,False,False,11.95,False,False,False,False,False,0,175,9.78,0,False,False,23.64,2,,False,False,False,36.9,Banks,False,1.91,0,False,PBCT
Value,False,False,False,11.36,False,False,False,False,False,0,54,8.56,0,False,False,28.21,3,,False,False,False,54.44,Machinery,False,8.3,0,False,PCAR
Value,False,False,False,3.03,False,False,False,False,True,0,108,4.43,0,False,False,10.8,0,LAG_PERF,False,False,False,2.85,Real Estate,False,3.34,0,False,PEAK
Value,False,False,False,8.66,True,False,False,False,False,0,107,5.74,0,False,False,28.94,2,,True,False,False,57.23,Utilities,False,14.53,0,False,PEG
Value,False,False,False,6.55,False,False,False,False,False,0,94,4.55,0,True,False,16.01,3,LAG_PERF,False,False,False,12.12,Food Products,False,4.91,0,False,PEP
Value,False,False,False,13.54,False,False,False,False,True,0,83,9.53,0,True,False,24.6,3,,False,False,False,40.63,Pharmaceuticals,False,1.52,0,False,PFE
Value,False,False,False,6.65,False,False,False,False,False,0,97,9.66,0,False,False,17,1,LAG_PERF,False,False,False,14.84,Insurance,False,0.68,0,False,PFG
Value,False,False,False,10.31,False,False,False,False,False,0,28,7.36,0,True,False,26.97,3,,False,False,False,49.73,Household Products,False,9.31,0,False,PG
Value,False,False,False,8.39,False,False,False,False,False,0,97,11.02,0,False,False,21.16,2,,False,False,False,27.86,Insurance,False,1.75,0,False,PGR
Value,False,False,False,13.68,False,False,False,False,False,0,54,6.32,0,False,False,29.2,2,,False,False,False,58.4,Machinery,False,9.2,0,True,PH
Value,False,False,False,7.31,False,False,False,False,False,0,9,5.02,0,False,False,21.06,2,,False,False,False,27.59,Homebuilders,False,8.73,0,False,PHM
Value,False,False,False,1.41,False,False,False,False,False,0,11,3.75,0,False,False,14.05,2,LAG_PERF,False,False,False,7.96,Containers & Packaging,False,8.89,0,False,PKG
Value,False,False,False,10.77,False,False,False,False,True,0,83,6.25,0,True,False,18.27,2,LAG_PERF,False,False,False,18.61,Pharmaceuticals,False,1.24,0,False,PKI
Value,False,False,False,1.74,False,False,False,False,False,0,108,4.28,0,False,False,8.53,1,,False,False,False,1.55,Real Estate,False,2.5,0,False,PLD
Value,False,False,False,10.5,False,False,False,False,False,0,94,8.72,0,True,True,22.87,3,,False,False,False,34.15,Food Products,False,3.65,0,False,PM
Value,False,False,False,11.75,False,False,False,False,False,0,175,9.17,0,False,False,22.64,3,,False,False,False,33.22,Banks,False,1.73,0,False,PNC
Value,False,False,False,13.7,False,False,False,False,False,0,54,6.59,0,False,False,29.4,1,,False,False,False,59.05,Machinery,False,9.12,0,False,PNR
Value,False,False,False,9.17,True,False,False,False,False,0,107,6.1,0,False,False,26.3,2,,True,False,False,47.36,Utilities,False,11.02,0,False,PNW
Value,False,False,False,7.69,False,False,False,False,False,0,77,7.49,0,True,False,24.51,1,,False,False,False,40.31,Chemicals,False,9.32,0,False,PPG
Value,False,False,False,8.21,False,False,False,False,False,0,107,5.51,0,False,False,33.43,2,LEAD_PERF,True,False,False,72.6,Utilities,False,19.71,0,False,PPL
Value,False,False,False,7.33,False,False,False,False,False,0,97,8.99,0,False,False,17.37,2,LAG_PERF,False,False,False,15.87,Insurance,False,1.05,0,False,PRU
Value,False,False,False,2.55,False,False,False,False,False,0,108,5.24,0,False,False,12.3,1,LAG_PERF,False,False,False,4.67,Real Estate,False,4.51,0,False,PSA
Value,False,False,False,7,False,False,False,False,False,0,39,5.79,0,False,False,29.18,3,,False,False,False,58.26,Refiners & Pipelines,False,16.39,0,False,PSX
Value,False,False,False,12.72,False,False,False,False,False,0,105,5.66,0,False,False,19.62,2,LAG_PERF,False,False,False,22.82,Software & Services,False,1.24,0,False,PTC
Value,False,False,False,9.14,False,False,False,False,False,0,19,5.21,0,False,False,15.52,3,LAG_PERF,False,False,False,10.9,Textiles & Apparel,False,1.17,0,False,PVH
Value,False,False,False,16.8,False,False,False,False,False,0,24,10.17,0,False,False,35.14,2,LEAD_PERF,False,False,False,77.59,Construction & Engineering,False,8.17,0,False,PWR
Value,False,False,False,8.97,False,False,False,False,False,0,66,8.95,0,False,False,36.08,1,LEAD_PERF,False,False,False,80.42,Oil & Gas Producers,False,18.17,0,False,PXD
