,palmOil,controversialWeapons,gambling,socialScore,nuclear,furLeather,alcoholic,gmo,catholic,socialPercentile,peerCount,governanceScore,environmentPercentile,animalTesting,tobacco,totalEsg,highestControversy,esgPerformance,coal,pesticides,adult,percentile,peerGroup,smallArms,environmentScore,governancePercentile,militaryContract,company_ticker
Value,False,False,False,9.89,False,False,False,False,False,0,105,5.76,0,False,False,16.39,2,LAG_PERF,False,False,False,13.23,Software & Services,False,0.74,0,False,PYPL
Value,False,False,False,4.41,False,False,False,False,False,0,31,7.83,0,False,False,18,4,LAG_PERF,False,False,False,17.84,Semiconductors,False,5.76,0,False,QCOM
Value,False,False,False,8.91,False,False,False,False,False,0,31,7.32,0,False,False,32.3,0,LEAD_PERF,False,False,False,69.12,Semiconductors,False,16.08,0,False,QRVO
Value,False,False,False,8.04,False,False,False,False,False,0,45,4.16,0,False,False,21.34,3,,False,False,False,28.51,Consumer Services,False,9.14,0,False,RCL
Value,False,False,False,7.04,False,False,False,False,False,0,97,10.26,0,False,False,18.27,1,LAG_PERF,False,False,False,18.59,Insurance,False,0.96,0,False,RE
Value,False,False,False,2.86,False,False,False,False,False,0,108,4.55,0,False,False,10.97,0,LAG_PERF,False,False,False,2.98,Real Estate,False,3.56,0,False,REG
Value,False,False,False,13.18,False,False,False,False,True,0,83,7.3,0,True,False,20.51,2,,False,False,False,25.81,Pharmaceuticals,False,0.03,0,False,REGN
Value,False,False,False,9.78,False,False,False,False,False,0,175,7.98,0,False,False,19.51,1,LAG_PERF,False,False,False,22.4,Banks,False,1.75,0,False,RF
Value,False,False,False,5.76,False,False,False,False,False,0,32,3.56,0,False,False,9.39,1,,False,False,False,1.87,Commercial Services,False,0.07,0,False,RHI
Value,False,False,False,12.94,False,False,False,False,False,0,89,12.3,0,False,False,27.16,2,,False,False,False,50.51,Diversified Financials,False,1.92,0,False,RJF
Value,False,False,False,6.63,False,False,False,False,False,0,19,5.65,0,False,False,13.57,2,LAG_PERF,False,False,False,6.98,Textiles & Apparel,False,1.29,0,False,RL
Value,False,False,False,12.38,False,False,False,False,False,0,58,10.71,0,True,False,26.46,1,,False,False,False,47.9,Healthcare,False,3.36,0,False,RMD
Value,False,False,False,7.3,False,False,False,False,False,0,19,6.08,0,False,False,19.68,1,LAG_PERF,False,False,False,22.97,Electrical Equipment,False,6.31,0,False,ROK
Value,False,False,False,11.57,False,False,False,False,False,0,32,6.8,0,False,False,20.21,0,,False,False,False,24.72,Commercial Services,False,1.83,0,False,ROL
Value,False,False,False,12.71,False,False,False,False,False,0,105,5.45,0,False,False,22.79,0,,False,False,False,33.8,Software & Services,False,4.62,0,False,ROP
Value,False,False,False,8.84,False,False,False,False,False,0,57,5.68,0,False,False,16.14,2,LAG_PERF,False,False,False,12.51,Retailing,False,1.62,0,False,ROST
Value,False,False,False,6.01,False,False,False,False,False,0,32,3.38,0,False,False,21.07,3,,False,False,False,27.64,Commercial Services,False,11.69,0,False,RSG
Value,False,False,False,5.98,False,False,False,False,False,0,108,5.13,0,False,False,14.52,0,LAG_PERF,False,False,False,8.81,Real Estate,False,3.41,0,False,SBAC
Value,False,False,False,13.19,False,False,False,False,False,0,175,13.13,0,False,False,28.14,1,,False,False,False,54.16,Banks,False,1.82,0,False,SBNY
Value,False,False,False,14.24,False,False,False,False,False,0,45,4.31,0,False,False,24.67,2,,False,False,False,40.93,Consumer Services,False,6.11,0,False,SBUX
Value,False,False,False,10.16,False,False,False,False,False,0,89,11.54,0,False,False,24.03,2,,False,False,False,38.34,Diversified Financials,False,2.33,0,False,SCHW
Value,False,False,False,2.53,False,False,False,False,False,0,11,3.56,0,False,False,20.03,2,,False,False,False,24.06,Containers & Packaging,False,13.92,0,False,SEE
Value,False,False,False,9.41,False,False,False,False,False,0,77,6.66,0,True,False,28.98,2,,False,False,False,57.44,Chemicals,False,12.91,0,False,SHW
Value,False,False,False,12.92,False,False,False,False,False,0,175,14.11,0,False,False,29.13,0,,False,False,False,58.05,Banks,False,2.11,0,False,SIVB
Value,False,False,False,12.44,False,False,False,False,False,0,94,6.17,0,False,False,30.97,2,LEAD_PERF,False,False,False,64.7,Food Products,False,12.36,0,False,SJM
Value,False,False,False,9.36,False,False,False,False,False,0,10,6.53,0,False,False,24.33,1,,False,False,False,39.58,Energy Services,False,8.44,0,False,SLB
Value,False,False,False,13.58,False,False,False,False,False,0,54,7.57,0,False,False,30.54,1,LEAD_PERF,False,False,False,63.18,Machinery,False,9.39,0,False,SNA
Value,False,False,False,9.07,False,False,False,False,False,0,105,4.21,0,False,False,14.37,0,LAG_PERF,False,False,False,8.54,Software & Services,False,1.1,0,False,SNPS
Value,False,False,False,10.64,True,False,False,False,False,0,107,7.14,0,False,False,33.46,2,LEAD_PERF,True,False,False,72.65,Utilities,False,15.68,0,False,SO
Value,False,False,False,4.33,False,False,False,False,False,0,108,5.88,0,False,False,14.72,1,LAG_PERF,False,False,False,9.14,Real Estate,False,4.51,0,False,SPG
Value,False,False,False,5.77,False,False,False,False,False,0,89,5.35,0,False,False,12.69,1,LAG_PERF,False,False,False,5.26,Diversified Financials,False,1.57,0,False,SPGI
Value,False,False,False,7.14,False,False,False,False,False,0,107,5.5,0,False,False,24.72,3,,False,False,False,41.16,Utilities,False,12.09,0,False,SRE
Value,False,False,False,11.9,False,False,False,False,False,0,89,7.95,0,False,False,21.34,2,,False,False,False,28.51,Diversified Financials,False,1.48,0,False,STT
Value,False,False,False,3.8,False,False,False,False,False,0,55,5.26,0,False,False,10.66,1,LAG_PERF,False,False,False,2.13,Technology Hardware,False,1.59,0,False,STX
Value,False,False,False,9.27,False,False,True,False,False,0,94,5.39,0,False,False,23.8,2,,False,False,False,37.46,Food Products,False,9.14,0,False,STZ
Value,False,False,False,12.34,False,False,False,False,False,0,54,7.96,0,False,False,26.11,1,,False,False,False,46.63,Machinery,False,5.83,0,False,SWK
Value,False,False,False,9.51,False,False,False,False,False,0,31,8.5,0,False,False,32.93,0,LEAD_PERF,False,False,False,71.11,Semiconductors,False,14.92,0,False,SWKS
Value,False,False,False,11.5,False,False,False,False,False,0,89,7.1,0,False,False,18.7,1,LAG_PERF,False,False,False,19.89,Diversified Financials,False,0.11,0,False,SYF
Value,False,False,False,14.8,False,False,False,False,False,0,58,11.94,0,True,False,30.96,3,LEAD_PERF,False,False,False,64.62,Healthcare,False,4.21,0,False,SYK
Value,False,False,False,5.03,False,False,False,False,False,0,35,4.74,0,False,False,12.14,2,LAG_PERF,False,False,False,4.36,Food Retailers,False,2.36,0,False,SYY
Value,False,False,False,13.15,False,False,False,False,False,0,68,6.76,0,False,False,22.17,3,,False,False,False,31.43,Telecommunication Services,False,2.27,0,False,T
Value,False,False,False,7.35,False,False,True,False,False,0,94,5.38,0,True,False,18.7,2,LAG_PERF,False,False,False,19.88,Food Products,False,5.97,0,False,TAP
Value,False,False,False,17.85,False,False,False,False,False,0,22,8.29,0,False,False,38.98,2,LEAD_PERF,False,False,False,85.86,Aerospace & Defense,False,12.84,0,True,TDG
Value,False,False,False,4.51,False,False,False,False,False,0,55,4.93,0,False,False,16.09,0,LAG_PERF,False,False,False,12.34,Technology Hardware,False,6.65,0,False,TEL
Value,False,False,False,6,False,False,False,False,False,0,31,5.78,0,False,False,18.74,0,LAG_PERF,False,False,False,19.97,Semiconductors,False,6.97,0,False,TER
Value,False,False,False,16.53,False,False,False,False,False,0,58,7.67,0,True,False,29.01,2,,False,False,False,57.59,Healthcare,False,4.8,0,False,TFX
Value,False,False,False,7.56,False,False,False,False,False,0,57,5.06,0,False,False,14.79,3,LAG_PERF,False,False,False,9.26,Retailing,False,2.17,0,False,TGT
Value,False,False,False,7.21,False,False,False,False,False,0,57,5.61,0,False,False,14.84,2,LAG_PERF,False,False,False,9.36,Retailing,False,2.03,0,False,TJX
Value,False,False,False,6.03,False,False,False,False,True,0,83,6.66,0,True,False,14.24,3,LAG_PERF,False,False,False,8.32,Pharmaceuticals,False,1.55,0,False,TMO
Value,False,False,False,13.39,False,False,False,False,False,0,68,7.31,0,False,False,23.41,3,,False,False,False,36.1,Telecommunication Services,False,2.72,0,False,TMUS
Value,False,False,False,8.35,False,False,False,False,False,0,19,4.7,0,False,False,14.28,2,LAG_PERF,False,False,False,8.42,Textiles & Apparel,False,1.23,0,False,TPR
Value,False,False,False,3.72,False,False,False,False,False,0,55,5.94,0,False,False,12.83,0,LAG_PERF,False,False,False,5.51,Technology Hardware,False,3.17,0,False,TRMB
Value,False,False,False,9.01,False,False,False,False,False,0,89,5.36,0,False,False,16.74,1,LAG_PERF,False,False,False,14.16,Diversified Financials,False,2.36,0,False,TROW
Value,False,False,False,7.57,False,False,False,False,False,0,97,10.75,0,False,False,19.43,2,LAG_PERF,False,False,False,22.15,Insurance,False,1.12,0,False,TRV
Value,False,False,False,6.58,False,False,False,False,False,0,57,4.26,0,False,False,13.73,2,LAG_PERF,False,False,False,7.26,Retailing,False,2.89,0,False,TSCO
Value,False,False,False,16.16,False,False,False,False,False,0,37,9.61,0,False,False,28.54,3,,False,False,False,55.73,Automobiles,False,2.78,0,False,TSLA
Value,False,False,False,12.39,False,False,False,False,False,0,94,10.53,0,False,False,37.23,4,LEAD_PERF,False,False,False,82.77,Food Products,False,14.31,0,False,TSN
Value,False,False,False,3.18,False,False,False,False,False,0,14,5.19,0,False,False,15.68,2,LAG_PERF,False,False,False,11.44,Building Products,False,7.31,0,False,TT
Value,False,False,False,10.06,False,False,False,False,False,0,105,7.15,0,False,False,19.76,3,LAG_PERF,False,False,False,23.22,Software & Services,False,2.55,0,False,TWTR
Value,False,False,False,5.02,False,False,False,False,False,0,31,6.47,0,False,False,20.28,2,,False,False,False,25.02,Semiconductors,False,8.8,0,False,TXN
Value,False,True,False,16.23,False,False,False,False,False,0,22,7.07,0,False,False,34.36,2,LEAD_PERF,False,False,False,75.58,Aerospace & Defense,True,11.05,0,True,TXT
Value,False,False,False,8.34,False,False,False,False,False,0,57,6.15,0,False,False,16.25,2,LAG_PERF,False,False,False,12.8,Retailing,False,1.76,0,False,UAA
Value,False,False,False,13.61,False,False,False,False,False,0,46,5.29,0,False,False,30.18,2,LEAD_PERF,False,False,False,62.02,Transportation,False,11.28,0,False,UAL
Value,False,False,False,3.83,False,False,False,False,False,0,108,5.28,0,False,False,12.31,0,LAG_PERF,False,False,False,4.71,Real Estate,False,3.2,0,False,UDR
Value,False,False,False,18.75,False,False,False,False,True,0,58,8.82,0,False,False,30.9,3,LEAD_PERF,False,False,False,64.46,Healthcare,False,3.33,0,False,UHS
Value,False,False,False,7.23,False,False,False,False,False,0,57,5.01,0,False,False,16.07,2,LAG_PERF,False,False,False,12.3,Retailing,False,3.83,0,False,ULTA
Value,False,False,False,11.52,False,False,False,False,True,0,58,5.89,0,False,False,17.44,3,LAG_PERF,False,False,False,16.11,Healthcare,False,0.03,0,False,UNH
Value,False,False,False,12.14,False,False,False,False,False,0,46,3.65,0,False,False,25.22,2,,False,False,False,43.05,Transportation,False,9.43,0,False,UNP
Value,False,False,False,9.26,False,False,False,False,False,0,46,5.31,0,False,False,20.16,2,,False,False,False,24.58,Transportation,False,5.59,0,False,UPS
Value,False,False,False,6.45,False,False,False,False,False,0,17,5.93,0,False,False,18.26,1,LAG_PERF,False,False,False,18.57,Traders & Distributors,False,5.89,0,False,URI
Value,False,False,False,15.85,False,False,False,False,False,0,175,12.49,0,False,False,30.05,3,LEAD_PERF,False,False,False,61.64,Banks,False,1.71,0,False,USB
Value,False,False,False,7.84,False,False,False,False,False,0,105,7.51,0,False,False,16.06,3,LAG_PERF,False,False,False,12.29,Software & Services,False,0.71,0,False,V
Value,False,False,False,6.83,False,False,False,False,False,0,19,4.96,0,False,False,12.73,2,LAG_PERF,False,False,False,5.33,Textiles & Apparel,False,0.94,0,False,VFC
Value,False,False,False,7.23,False,False,False,False,False,0,39,4.88,0,False,False,30.84,3,LEAD_PERF,False,False,False,64.23,Refiners & Pipelines,False,18.74,0,False,VLO
Value,False,False,False,4.56,False,False,False,False,False,0,15,9.05,0,False,False,29.22,2,,False,False,False,58.45,Construction Materials,False,15.61,0,False,VMC
Value,False,False,False,4.25,False,False,False,False,False,0,108,5.97,0,False,False,12.98,1,LAG_PERF,False,False,False,5.78,Real Estate,False,2.75,0,False,VNO
Value,False,False,False,13.5,False,False,False,False,False,0,32,6.41,0,False,False,20.01,1,,False,False,False,23.99,Commercial Services,False,0.11,0,False,VRSK
Value,False,False,False,12.87,False,False,False,False,False,0,105,6.28,0,False,False,22.19,1,,False,False,False,31.5,Software & Services,False,3.04,0,False,VRSN
Value,False,False,False,17.22,False,False,False,False,True,0,83,7.68,0,True,False,25.05,2,,False,False,False,42.32,Pharmaceuticals,False,0.15,0,False,VRTX
Value,False,False,False,4.28,False,False,False,False,True,0,108,5.2,0,False,False,12.22,0,LAG_PERF,False,False,False,4.52,Real Estate,False,2.75,0,False,VTR
Value,False,False,False,9.28,False,False,False,False,False,0,68,5.7,0,False,False,16.7,3,LAG_PERF,False,False,False,14.01,Telecommunication Services,False,1.72,0,False,VZ
Value,False,False,False,14.08,False,False,False,False,False,0,54,7.7,0,False,False,32.18,1,LEAD_PERF,False,False,False,68.72,Machinery,False,10.41,0,False,WAB
Value,False,False,False,10.67,False,False,False,False,False,0,83,6.14,0,True,False,18.29,0,LAG_PERF,False,False,False,18.68,Pharmaceuticals,False,1.48,0,False,WAT
Value,False,False,False,11.52,False,False,False,False,False,0,35,4.73,0,False,False,18.38,3,LAG_PERF,False,False,False,18.95,Food Retailers,False,2.13,0,False,WBA
Value,False,False,False,4.15,False,False,False,False,False,0,55,5.59,0,False,False,12.02,1,LAG_PERF,False,False,False,4.24,Technology Hardware,False,2.28,0,False,WDC
Value,False,False,False,7.4,True,False,False,False,False,0,107,5.43,0,False,False,27.52,1,,True,False,False,51.83,Utilities,False,14.68,0,False,WEC
Value,False,False,False,3.22,False,False,False,False,False,0,108,4.91,0,False,False,12,1,LAG_PERF,False,False,False,4.21,Real Estate,False,3.87,0,False,WELL
Value,False,False,False,15.4,False,False,False,False,False,0,175,15.51,0,False,False,32.84,5,LEAD_PERF,False,False,False,70.84,Banks,False,1.94,0,False,WFC
Value,False,False,False,6.83,False,False,False,False,False,0,19,4.61,0,False,False,18.17,2,LAG_PERF,False,False,False,18.29,Consumer Durables,False,6.74,0,False,WHR
Value,False,False,False,3.46,False,False,False,False,False,0,32,3.27,0,False,False,14.53,2,LAG_PERF,False,False,False,8.84,Commercial Services,False,7.8,0,False,WM
Value,False,False,False,8.52,False,False,False,False,False,0,39,3.2,0,False,False,20.7,2,,False,False,False,26.43,Refiners & Pipelines,False,8.98,0,False,WMB
Value,False,False,False,16.72,False,False,False,False,False,0,35,6.31,0,False,False,27.42,4,,False,False,False,51.48,Food Retailers,False,4.4,0,False,WMT
Value,False,False,False,7.59,False,False,False,False,False,0,97,14.67,0,False,False,24.31,1,,False,False,False,39.45,Insurance,False,2.04,0,False,WRB
Value,False,False,False,10.3,False,False,False,False,False,0,97,10.23,0,False,False,20.66,2,,False,False,False,26.3,Insurance,False,0.13,0,False,WTW
Value,False,False,False,3.29,False,False,False,False,False,0,9,3.78,0,False,False,17.56,2,LAG_PERF,False,False,False,16.38,Paper & Forestry,False,10.48,0,False,WY
Value,False,False,True,11.98,False,False,False,False,False,0,45,10.98,0,False,False,26.5,3,,False,False,False,48.04,Consumer Services,False,3.55,0,False,WYNN
Value,False,False,False,6.57,True,False,False,False,False,0,107,4.5,0,False,False,23.7,2,,True,False,False,37.05,Utilities,False,12.63,0,False,XEL
Value,False,False,False,10.54,False,False,False,False,False,0,66,8.14,0,True,False,37.86,3,LEAD_PERF,False,False,False,83.97,Oil & Gas Producers,False,19.19,0,False,XOM
Value,False,False,False,10.42,False,False,False,False,False,0,58,6.55,0,True,False,20.12,1,,False,False,False,24.4,Healthcare,False,3.15,0,False,XRAY
Value,False,False,False,7.58,False,False,False,False,False,0,54,5.08,0,False,False,15.95,1,LAG_PERF,False,False,False,12.05,Machinery,False,3.3,0,False,XYL
Value,False,False,False,13.08,False,False,False,False,False,0,45,4.7,0,False,False,21.68,3,,False,False,False,29.73,Consumer Services,False,3.9,0,False,YUM
Value,False,False,False,13.62,False,False,False,False,False,0,58,9.93,0,True,False,28.08,2,,False,False,False,54.02,Healthcare,False,4.53,0,False,ZBH
Value,False,False,False,7.7,False,False,False,False,False,0,83,9.1,0,True,False,18.18,1,LAG_PERF,False,False,False,18.34,Pharmaceuticals,False,1.38,0,False,ZTS
